"","Gene_id","Percent_12B","Percent_10G","Percent_3D7B","Percent_B11","Percent_A7","Percent_E5","MaxRedPercentDif","MeanRedPercent","MaxRedPercent","Interval","areaFC","area_12B","area_10G","area_3D7B","area_B11","area_A7","area_E5","MaxArea","MinArea","MeanPercent","rel_12B","rel_10G","rel_3D7B","rel_B11","rel_A7","rel_E5","Chrom","Start","Stop","Type","Strand","Name","Annot","Is_tRNA","Gene_name","Family","SubFamily","Label","Family_Grouped","Variant","Gam_specific","Difpeaks_12B_10G","Difpeaks_A7_E5","Difpeaks_A7_B11","Difpeaks_E5_B11","state_12B","state_10G","state_3D7B","state_B11","state_A7","state_E5","category_12B","category_10G","category_3D7B","category_B11","category_A7","category_E5"
"1","mal_mito_3",96.0466004583652,98.4721161191749,97.8800611153552,99.0641711229947,99.0641711229947,99.0641711229947,3.01757066462949,98.2652151769799,99.0641711229947,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,92.5685110839588,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Not_Settable","Not_Settable","Not_Settable","Not_Settable","Not_Settable","Not_Settable","No_Category","No_Category","No_Category","No_Category","No_Category","No_Category"
"2","PF3D7_0100100",5.69136745607334,10.9625668449198,11.1153552330023,11.9747899159664,13.3880825057296,11.7456073338426,7.69671504965623,10.8129615482557,13.3880825057296,"Left",0.024077151878778,0.290683590039564,0.486562816397167,0.381490582582253,0.144667259718519,0.15577527312446,0.164100276746201,0.486562816397167,0.144667259718519,21.6944492930703,"mid","max","max","min","min","min","Pf3D7_01_v3",29509,37126,"protein_coding_gene","+","VAR","erythrocyte membrane protein 1, PfEMP1",FALSE,"VAR","VAR","var_UPSB1","PF3D7_0100100: VAR","VAR",TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,"Var_Repressed_FC_noredpcnt","Var_Repressed_FC_noredpcnt","Var_Repressed_FC_noredpcnt","Var_Repressed_FC_noredpcnt","Var_Repressed_FC_noredpcnt","Var_Repressed_FC_noredpcnt","Var_Repressed","Var_Repressed","Var_Repressed","Var_Repressed","Var_Repressed","Var_Repressed"
"3","PF3D7_0100200",29.755538579068,4.01069518716578,19.9006875477464,95.0152788388082,97.192513368984,92.436974789916,93.1818181818182,56.3852813852814,97.192513368984,"Sides",0.0425450090775765,0.656332243651145,0.168453670985455,0.624311024996432,0.0521931147495584,0.0928235421566391,0.0742474293167283,0.656332243651145,0.0521931147495584,16.4142956886019,"max","min","max","min","min","min","Pf3D7_01_v3",38981,40207,"protein_coding_gene","-","RIF","rifin",FALSE,"RIF","RIFIN","rifA","PF3D7_0100200: RIF","RIFIN",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"Var_Active_FC","Var_Repressed_FC_noredpcnt","Var_Repressed_FC_noredpcnt","Var_Repressed_FC","Var_Repressed_FC","Var_Repressed_FC","Var_Active","Var_Repressed","Var_Repressed","Var_Repressed","Var_Repressed","Var_Repressed"
"4","PF3D7_0100300",12.5668449197861,12.987012987013,81.340718105424,99.083269671505,99.083269671505,99.083269671505,86.5164247517189,67.3573975044563,99.083269671505,"Left",0.0341519098444319,0.29086239332385,0.367528195556297,0.775819513114784,NA,NA,NA,0.775819513114784,0.29086239332385,7.49694536568337,"min","min","max",NA,NA,NA,"Pf3D7_01_v3",42366,46507,"protein_coding_gene","-","VAR","erythrocyte membrane protein 1, PfEMP1",FALSE,"VAR","VAR","var_UPSA3","PF3D7_0100300: VAR","VAR",TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,"Var_Repressed_FC_noredpcnt","Var_Repressed_FC_noredpcnt","Var_Active_FC","Not_Settable","Not_Settable","Not_Settable","Var_Repressed","Var_Repressed","Var_Active","No_Category","No_Category","No_Category"
"5","PF3D7_0100400",9.89304812834225,1.05042016806723,8.05958747135218,3.91520244461421,8.05958747135218,5.00381970970206,8.84262796027502,5.99694423223835,9.89304812834225,"Sides",0.0301768840453287,0.247936808632874,0.081513641551049,0.385751949074622,0.0947166436869045,0.510025394994716,0.361007331880405,0.510025394994716,0.081513641551049,14.6076976784779,"mid","min","max","min","max","mid","Pf3D7_01_v3",50362,51636,"protein_coding_gene","+","RIF","rifin",FALSE,"RIF","RIFIN","rifA","PF3D7_0100400: RIF","RIFIN",TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,"Var_Repressed_FC_noredpcnt","Var_Repressed_FC_noredpcnt","Var_Repressed_FC_noredpcnt","Var_Repressed_FC_noredpcnt","Var_Repressed_FC_noredpcnt","Var_Repressed_FC_noredpcnt","Var_Repressed","Var_Repressed","Var_Repressed","Var_Repressed","Var_Repressed","Var_Repressed"
"6","PF3D7_0100600",0.229182582123759,0.439266615737204,0.238731856378915,2.92207792207792,2.00534759358289,1.83346065699007,2.69289533995416,1.27801120448179,2.92207792207792,"Mid",0.0122456141308748,NA,NA,NA,0.474078420621647,0.300190699963225,0.307621730038503,0.474078420621647,0.300190699963225,4.78923023215221,NA,NA,NA,"max","min","min","Pf3D7_01_v3",53777,55006,"protein_coding_gene","-","RIF","rifin",FALSE,"RIF","RIFIN","rifB","PF3D7_0100600: RIF","RIFIN",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"Var_Repressed_FC_noredpcnt","Var_Repressed_FC_noredpcnt","Var_Repressed_FC_noredpcnt","Var_Repressed_FC_noredpcnt","Var_Repressed_FC_noredpcnt","Var_Repressed_FC_noredpcnt","Var_Repressed","Var_Repressed","Var_Repressed","Var_Repressed","Var_Repressed","Var_Repressed"
"7","PF3D7_0100800",0.993124522536287,0.439266615737204,1.39419404125286,0.515660809778457,0.974025974025974,0.324675324675325,1.06951871657754,0.773491214667685,1.39419404125286,"Left",0.0188928799234712,0.0314983434999809,NA,0.0339095924099062,0.198052940138769,0.192611843279768,0.299777238413271,0.299777238413271,0.0314983434999809,3.72447198463955,"min",NA,"min","mid","mid","max","Pf3D7_01_v3",59771,61003,"protein_coding_gene","+","RIF","rifin",FALSE,"RIF","RIFIN","rifA","PF3D7_0100800: RIF","RIFIN",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"Var_Repressed_FC_noredpcnt","Var_Repressed_FC_noredpcnt","Var_Repressed_FC_noredpcnt","Var_Repressed_FC_noredpcnt","Var_Repressed_FC_noredpcnt","Var_Repressed_FC_noredpcnt","Var_Repressed","Var_Repressed","Var_Repressed","Var_Repressed","Var_Repressed","Var_Repressed"
"8","PF3D7_0100900",12.0893812070283,13.6554621848739,12.987012987013,15.9090909090909,17.7616501145913,20.4354469060351,8.34606569900687,15.4730073847721,20.4354469060351,"Left",0.0255175194836899,0.316177015090433,0.364361643575889,0.45994411375105,0.0975953370826529,0.165806180247146,0.17804897892043,0.45994411375105,0.0975953370826529,7.89841159015535,"mid","max","max","min","min","min","Pf3D7_01_v3",62186,63400,"protein_coding_gene","-","RIF","rifin",FALSE,"RIF","RIFIN","rifA","PF3D7_0100900: RIF","RIFIN",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"Var_Repressed_FC_noredpcnt","Var_Repressed_FC_noredpcnt","Var_Repressed_FC_noredpcnt","Var_Repressed_FC_noredpcnt","Var_Repressed_FC_noredpcnt","Var_Repressed_FC_noredpcnt","Var_Repressed","Var_Repressed","Var_Repressed","Var_Repressed","Var_Repressed","Var_Repressed"
"9","PF3D7_0101000",8.17417876241406,8.72803666921314,9.47288006111535,0.362872421695951,0.916730328495034,1.14591291061879,9.1100076394194,4.80010185892539,9.47288006111535,"Left",0.0358416076991874,0.533747355466778,0.663864753359427,0.712029391535288,0.203078562206826,0.327679964226851,0.416220838237879,0.712029391535288,0.203078562206826,2.35425030546343,"mid","max","max","min","min","mid","Pf3D7_01_v3",65816,66989,"protein_coding_gene","-","RIF","rifin",FALSE,"RIF","RIFIN","rifA","PF3D7_0101000: RIF","RIFIN",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"Var_Repressed_FC_noredpcnt","Var_Repressed_FC_noredpcnt","Var_Repressed_FC_noredpcnt","Var_Repressed_FC_noredpcnt","Var_Repressed_FC_noredpcnt","Var_Repressed_FC_noredpcnt","Var_Repressed","Var_Repressed","Var_Repressed","Var_Repressed","Var_Repressed","Var_Repressed"
"10","PF3D7_0101300",7.63941940412529,6.30252100840336,22.5171886936593,2.15813598166539,10.0267379679144,21.8105423987777,20.3590527119939,11.7424242424242,22.5171886936593,"Left",0.0397527567372162,0.449478137065273,0.544567048264416,0.752387959300601,0.187898813632131,0.531646835333056,0.640749180555628,0.752387959300601,0.187898813632131,31.1769069645662,"mid","mid","max","min","mid","max","Pf3D7_01_v3",74294,75622,"protein_coding_gene","+","MC-2TM","Pfmc-2TM Maurer's cleft two transmembrane protein",FALSE,"MC-2TM","PFMC-2TM","pfmc-2tm","PF3D7_0101300: MC-2TM","PFMC-2TM",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"Var_Repressed_FC_noredpcnt","Var_Repressed_FC_noredpcnt","Var_Repressed_FC_noredpcnt","Var_Repressed_FC_noredpcnt","Var_Repressed_FC_noredpcnt","Var_Repressed_FC_noredpcnt","Var_Repressed","Var_Repressed","Var_Repressed","Var_Repressed","Var_Repressed","Var_Repressed"
"11","PF3D7_0101600",1.89075630252101,2.55920550038197,1.20320855614973,3.51413292589763,2.84568372803667,3.20855614973262,2.3109243697479,2.53692386045327,3.51413292589763,"Mid",0.0108438416022904,0.0339307158257729,NA,NA,0.187913266578297,0.126819243861136,0.187034421140017,0.187913266578297,0.0339307158257729,5.35651946238436,"min",NA,NA,"max","mid","max","Pf3D7_01_v3",81764,83106,"protein_coding_gene","-","RIF","rifin",FALSE,"RIF","RIFIN","rifA","PF3D7_0101600: RIF","RIFIN",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"Var_Repressed_FC_noredpcnt","Var_Repressed_FC_noredpcnt","Var_Repressed_FC_noredpcnt","Var_Repressed_FC_noredpcnt","Var_Repressed_FC_noredpcnt","Var_Repressed_FC_noredpcnt","Var_Repressed","Var_Repressed","Var_Repressed","Var_Repressed","Var_Repressed","Var_Repressed"
"12","PF3D7_0101800",3.38044308632544,3.13216195569137,2.7501909854851,4.73644003055768,5.69136745607334,4.20168067226891,2.94117647058824,3.98204736440031,5.69136745607334,"Left",0.0154728825518677,NA,NA,0.147227075149279,0.311692923432796,0.0919779911962752,0.272610762268565,0.311692923432796,0.0919779911962752,2.55716529935416,NA,NA,"min","max","min","max","Pf3D7_01_v3",87202,88177,"protein_coding_gene","-","STEVOR","stevor",FALSE,NA,"STEVOR","stevor","PF3D7_0101800: STEVOR","STEVOR",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"Var_Repressed_FC_noredpcnt","Var_Repressed_FC_noredpcnt","Var_Repressed_FC_noredpcnt","Var_Repressed_FC_noredpcnt","Var_Repressed_FC_noredpcnt","Var_Repressed_FC_noredpcnt","Var_Repressed","Var_Repressed","Var_Repressed","Var_Repressed","Var_Repressed","Var_Repressed"
"13","PF3D7_0101900",5.82505729564553,0.439266615737204,1.12681436210848,2.86478227654698,1.94805194805195,1.75706646294882,5.38579067990833,2.32683982683983,5.82505729564553,"Sides",0.0139862103643321,0.142600707466027,NA,NA,0.251340791682252,0.313274956037336,0.341204894639543,0.341204894639543,0.142600707466027,3.17681968930005,"min",NA,NA,"mid","max","max","Pf3D7_01_v3",90241,91420,"protein_coding_gene","-","RIF","rifin",FALSE,"RIF","RIFIN","rifB","PF3D7_0101900: RIF","RIFIN",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"Var_Repressed_FC_noredpcnt","Var_Repressed_FC_noredpcnt","Var_Repressed_FC_noredpcnt","Var_Repressed_FC_noredpcnt","Var_Repressed_FC_noredpcnt","Var_Repressed_FC_noredpcnt","Var_Repressed","Var_Repressed","Var_Repressed","Var_Repressed","Var_Repressed","Var_Repressed"
"14","PF3D7_0102000",19.4041252864782,19.4614209320092,25.5920550038197,1.52788388082506,2.17723453017571,0.190985485103132,25.4010695187166,11.3922841864018,25.5920550038197,"Left",0.0362188465463331,0.542642461959307,0.654774131744522,0.52897223127577,0.266194681270442,0.405243699966845,0.140466510786592,0.654774131744522,0.140466510786592,6.64819340198988,"max","max","max","min","mid","min","Pf3D7_01_v3",93112,93875,"pseudogene","-","PHIST","Plasmodium exported protein (PHISTa), unknown function, pseudogene",FALSE,NA,"PHIST","PHISTa","PF3D7_0102000: PHIST","PHIST",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"Var_Repressed_FC_noredpcnt","Var_Repressed_FC_noredpcnt","Var_Active_FC","Var_Repressed_FC_noredpcnt","Var_Repressed_FC_noredpcnt","Var_Repressed_FC_noredpcnt","Var_Repressed","Var_Repressed","Var_Active","Var_Repressed","Var_Repressed","Var_Repressed"
"15","PF3D7_0102100",13.5408708938121,11.1917494270435,6.28342245989305,6.32161955691367,7.35294117647059,8.0977845683728,7.25744843391902,8.79806468041762,13.5408708938121,"Left",0.0156124379981018,0.268677519013669,0.352963746227758,0.236578970910841,0.18981432708562,0.131267126654713,0.199386396885808,0.352963746227758,0.131267126654713,9.54355035782859,"mid","max","mid","min","min","min","Pf3D7_01_v3",95049,95899,"pseudogene","+","STEVOR","stevor, pseudogene",FALSE,NA,"STEVOR","stevor pseudogene","PF3D7_0102100: STEVOR","STEVOR",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"Var_Repressed_FC_noredpcnt","Var_Repressed_FC_noredpcnt","Var_Repressed_FC_noredpcnt","Var_Repressed_FC_noredpcnt","Var_Repressed_FC_noredpcnt","Var_Repressed_FC_noredpcnt","Var_Repressed","Var_Repressed","Var_Repressed","Var_Repressed","Var_Repressed","Var_Repressed"
"16","PF3D7_0102200",98.4530175706646,98.0328495034377,97.9564553093965,97.8227654698243,97.746371275783,97.9182582123759,0.706646294881594,97.9882862235803,98.4530175706646,"Sides",0.0309864693644463,0.795621549426223,0.863552757749843,0.822038176675006,0.423544892774705,0.544134468282986,0.531304738384026,0.863552757749843,0.423544892774705,98.7475999301798,"max","max","max","min","min","min","Pf3D7_01_v3",97589,103615,"protein_coding_gene","+","RESA","ring-infected erythrocyte surface antigen",FALSE,"RESA","OTHER","PHISTb_dnaj","PF3D7_0102200: RESA","Other CVGs",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"Var_Active_FC","Var_Active_FC","Var_Active_FC","Var_Repressed_FC","Var_Repressed_FC","Var_Repressed_FC","Var_Active","Var_Active","Var_Active","Var_Repressed","Var_Repressed","Var_Repressed"
"17","PF3D7_0102300",79.9274255156608,73.6249045072575,74.8281130634072,74.1787624140565,81.0924369747899,77.2918258212376,7.46753246753246,76.8239113827349,81.0924369747899,"Mid",0.0216527601791269,0.455352794430344,0.427870546001708,0.460272320164021,0.73533974054531,0.529940002220497,0.598377004671298,0.73533974054531,0.427870546001708,95.2478617559784,"min","min","min","max","min","mid","Pf3D7_01_v3",104057,105792,"protein_coding_gene","+",NA,"Plasmodium exported protein, unknown function",FALSE,NA,NA,NA,"PF3D7_0102300","Not CVGs",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Active_FC","Active_FC","Active_FC","Active_FC","Active_FC","Active_FC","Active","Active","Active","Active","Active","Active"
"18","PF3D7_0102400",29.1061879297173,35.6760886172651,28.7624140565317,20.301757066463,23.5867074102368,23.5676088617265,15.3743315508021,26.8334606569901,35.6760886172651,"Mid",0.0139836652847287,0.228842291973694,0.233433778273544,0.196949728754852,0.0687430935660975,0.0348657312303967,0.0508421587804673,0.233433778273544,0.0348657312303967,24.1228835747949,"max","max","max","min","min","min","Pf3D7_01_v3",107196,108348,"pseudogene","-",NA,"lysophospholipase, putative, pseudogene",FALSE,NA,NA,"Lysophospholipase","PF3D7_0102400","Not CVGs",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Inactive_FC","Inactive_FC","Inactive_FC","Inactive_FC","Inactive_FC","Inactive_FC","Inactive","Inactive","Inactive","Inactive","Inactive","Inactive"
"19","PF3D7_0102500",98.6249045072575,97.8991596638655,98.0328495034377,96.1229946524064,94.6715049656226,96.0847975553858,3.95339954163484,96.9060351413293,98.6249045072575,"Sides",0.0112134985997964,0.534632666612056,0.501720528559205,0.561686069980775,0.402454389863665,0.432184819661184,0.455167997913201,0.561686069980775,0.402454389863665,73.2675859661372,"max","mid","max","min","min","min","Pf3D7_01_v3",109004,117516,"protein_coding_gene","-","EBA181","erythrocyte binding antigen-181",FALSE,"EBA181",NA,NA,"PF3D7_0102500: EBA181","Not CVGs",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Active_FC","Active_FC","Active_FC","Active_FC","Active_FC","Active_FC","Active","Active","Active","Active","Active","Active"
"20","PF3D7_0102600",23.77769289534,25.9931245225363,24.2551566080978,71.524064171123,77.3682200152788,75.362872421696,53.5905271199389,49.7135217723453,77.3682200152788,"Left",0.0204242685606133,0.430460967006294,0.474356392465506,0.467315821162342,0.184331778904798,0.248921398783884,0.2502624746607,0.474356392465506,0.184331778904798,48.1650375283645,"max","max","max","min","min","min","Pf3D7_01_v3",118811,122534,"protein_coding_gene","-","FIKK1","serine/threonine protein kinase, FIKK family",FALSE,"FIKK1","FIKK","FIKK","PF3D7_0102600: FIKK1","FIKK",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Active_FC_Dif_max","Active_FC_Dif_max","Active_FC_Dif_max","Inactive_FC_Dif_min","Inactive_FC_Dif_min","Inactive_FC_Dif_min","Active","Active","Active","Inactive","Inactive","Inactive"
"21","PF3D7_0102700",55.0420168067227,33.7280366692131,43.8120702826585,52.7501909854851,51.0695187165775,45.6455309396486,21.3139801375096,47.0078940667176,55.0420168067227,"Left",0.0139208050201099,0.280534893963782,0.319924530376708,0.281598108788148,0.182180460495463,0.122249099091148,0.134431216613758,0.319924530376708,0.122249099091148,46.8689998254495,"max","max","max","min","min","min","Pf3D7_01_v3",124393,126213,"protein_coding_gene","+","MaTrA","merozoite-associated tryptophan-rich antigen",FALSE,"MaTrA",NA,NA,"PF3D7_0102700: MaTrA","Not CVGs",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Active_FC","Active_FC","Active_FC","Active_FC","Active_FC","Active_FC","Active","Active","Active","Active","Active","Active"
"22","PF3D7_0102800",40.6226126814362,58.9954163483575,58.9381207028266,28.4950343773873,26.3368983957219,23.7967914438503,35.1986249045073,39.53081232493,58.9954163483575,"Mid",0.00882610457020722,0.157504197581773,0.155435089248946,0.149074436231029,0.262328141436606,0.136997456539663,0.180684260725403,0.262328141436606,0.136997456539663,34.022080642346,"min","min","min","max","min","mid","Pf3D7_01_v3",125834,128373,"protein_coding_gene","-",NA,"seipin domain-containing protein, putative",FALSE,NA,NA,NA,"PF3D7_0102800","Not CVGs",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Active","Active","Active","Active","Active","Active","Active","Active","Active","Active","Active","Active"
"23","PF3D7_0102900",67.9144385026738,67.5133689839572,67.1504965622613,78.7624140565317,76.279602750191,80.1757066462949,13.0252100840336,72.9660045836517,80.1757066462949,"Left",0.0122794220651492,0.277617781625318,0.337931613018725,0.297782348152971,0.215406159816155,0.163563819693607,0.175507795783989,0.337931613018725,0.163563819693607,82.8373189038226,"mid","max","max","min","min","min","Pf3D7_01_v3",128568,131554,"protein_coding_gene","-",NA,"aspartate--tRNA ligase",FALSE,NA,NA,NA,"PF3D7_0102900","Not CVGs",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Active_FC","Active_FC","Active_FC","Active_FC","Active_FC","Active_FC","Active","Active","Active","Active","Active","Active"
"24","PF3D7_0103000",36.1344537815126,30.366692131398,31.035141329259,59.8739495798319,69.7669977081742,69.3468296409473,39.4003055767762,49.4206773618538,69.7669977081742,"Right",0.0163241691185386,0.272213656955136,0.271772755684304,0.269597719536197,0.0678336346937676,0.0459394225836476,0.0404104554718876,0.272213656955136,0.0404104554718876,40.7510036655612,"max","max","max","min","min","min","Pf3D7_01_v3",131608,134133,"protein_coding_gene","-",NA,"vacuolar protein sorting-associated protein VTA1, putative",FALSE,NA,NA,NA,"PF3D7_0103000","Not CVGs",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Active_FC_Dif_max","Active_FC_Dif_max","Active_FC_Dif_max","Inactive_FC_Dif_min","Inactive_FC_Dif_min","Inactive_FC_Dif_min","Active","Active","Active","Inactive","Inactive","Inactive"
