"","Gene_id","Percent_12B","Percent_10G","Percent_3D7B","Percent_B11","Percent_A7","Percent_E5","MaxRedPercentDif","MeanRedPercent","MaxRedPercent","Interval","areaFC","area_12B","area_10G","area_3D7B","area_B11","area_A7","area_E5","MaxArea","MinArea","MeanPercent","rel_12B","rel_10G","rel_3D7B","rel_B11","rel_A7","rel_E5","Chrom","Start","Stop","Type","Strand","Name","Annot","Is_tRNA","Gene_name","Family","SubFamily","Label","Family_Grouped","Variant","Gam_specific","Difpeaks_12B_10G","Difpeaks_A7_E5","Difpeaks_A7_B11","Difpeaks_E5_B11","state_12B","state_10G","state_3D7B","state_B11","state_A7","state_E5","category_12B","category_10G","category_3D7B","category_B11","category_A7","category_E5"
"1","mal_mito_3",96.0466004583652,98.4721161191749,97.8800611153552,99.0641711229947,99.0641711229947,99.0641711229947,3.01757066462949,98.2652151769799,99.0641711229947,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,92.5685110839588,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Not_Settable","Not_Settable","Not_Settable","Not_Settable","Not_Settable","Not_Settable","No_Category","No_Category","No_Category","No_Category","No_Category","No_Category"
"2","PF3D7_0100100",5.69136745607334,10.9625668449198,11.1153552330023,11.9747899159664,13.3880825057296,11.7456073338426,7.69671504965623,10.8129615482557,13.3880825057296,"Left",0.135964068775333,0.780300280746032,1.66903496887043,1.21622481301915,-0.261654807739295,0.0877131879396032,0.0112130210131605,1.66903496887043,-0.261654807739295,21.6944492930703,"mid","max","max","min","min","min","Pf3D7_01_v3",29509,37126,"protein_coding_gene","+","VAR","erythrocyte membrane protein 1, PfEMP1",FALSE,"VAR","VAR","var_UPSB1","PF3D7_0100100: VAR","VAR",TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,"Var_Repressed_FC_noredpcnt","Var_Repressed_FC_noredpcnt","Var_Repressed_FC_noredpcnt","Var_Repressed_FC_noredpcnt","Var_Repressed_FC_noredpcnt","Var_Repressed_FC_noredpcnt","Var_Repressed","Var_Repressed","Var_Repressed","Var_Repressed","Var_Repressed","Var_Repressed"
"3","PF3D7_0100200",29.755538579068,4.01069518716578,19.9006875477464,95.0152788388082,97.192513368984,92.436974789916,93.1818181818182,56.3852813852814,97.192513368984,"Sides",0.341460484019566,3.61272134586344,-0.481776947834833,2.97850587216343,-1.23601752721439,-0.935029497915711,-1.08444806528251,3.61272134586344,-1.23601752721439,16.4142956886019,"max","min","max","min","min","min","Pf3D7_01_v3",38981,40207,"protein_coding_gene","-","RIF","rifin",FALSE,"RIF","RIFIN","rifA","PF3D7_0100200: RIF","RIFIN",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"Var_Active_FC","Var_Repressed_FC_noredpcnt","Var_Repressed_FC_noredpcnt","Var_Repressed_FC","Var_Repressed_FC","Var_Repressed_FC","Var_Active","Var_Repressed","Var_Repressed","Var_Repressed","Var_Repressed","Var_Repressed"
"4","PF3D7_0100300",12.5668449197861,12.987012987013,81.340718105424,99.083269671505,99.083269671505,99.083269671505,86.5164247517189,67.3573975044563,99.083269671505,"Sides",0.248603705473155,0.0529194136994066,-0.0578349074246702,3.47233771029413,NA,NA,NA,3.47233771029413,-0.0578349074246702,7.49694536568337,"min","min","max",NA,NA,NA,"Pf3D7_01_v3",42366,46507,"protein_coding_gene","-","VAR","erythrocyte membrane protein 1, PfEMP1",FALSE,"VAR","VAR","var_UPSA3","PF3D7_0100300: VAR","VAR",TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,"Var_Repressed_FC_noredpcnt","Var_Repressed_FC_noredpcnt","Var_Active_FC","Not_Settable","Not_Settable","Not_Settable","Var_Repressed","Var_Repressed","Var_Active","No_Category","No_Category","No_Category"
"5","PF3D7_0100400",9.89304812834225,1.05042016806723,8.05958747135218,3.91520244461421,8.05958747135218,5.00381970970206,8.84262796027502,5.99694423223835,9.89304812834225,"Left",0.287133592648709,0.141043529380762,-1.00213522705054,1.02176891668175,-1.54720569505304,2.53009132055864,1.31895378853268,2.53009132055864,-1.54720569505304,14.6076976784779,"mid","min","mid","min","max","max","Pf3D7_01_v3",50362,51636,"protein_coding_gene","+","RIF","rifin",FALSE,"RIF","RIFIN","rifA","PF3D7_0100400: RIF","RIFIN",TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,"Var_Repressed_FC_noredpcnt","Var_Repressed_FC_noredpcnt","Var_Repressed_FC_noredpcnt","Var_Repressed_FC_noredpcnt","Var_Repressed_FC_noredpcnt","Var_Repressed_FC_noredpcnt","Var_Repressed","Var_Repressed","Var_Repressed","Var_Repressed","Var_Repressed","Var_Repressed"
"6","PF3D7_0100600",0.229182582123759,0.439266615737204,0.238731856378915,2.92207792207792,2.00534759358289,1.83346065699007,2.69289533995416,1.27801120448179,2.92207792207792,"Right",0.076530588255399,NA,NA,NA,1.89105594786605,1.24956120361714,0.804321594639384,1.89105594786605,0.804321594639384,4.78923023215221,NA,NA,NA,"max","mid","min","Pf3D7_01_v3",53777,55006,"protein_coding_gene","-","RIF","rifin",FALSE,"RIF","RIFIN","rifB","PF3D7_0100600: RIF","RIFIN",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"Var_Repressed_FC_noredpcnt","Var_Repressed_FC_noredpcnt","Var_Repressed_FC_noredpcnt","Var_Repressed_FC_noredpcnt","Var_Repressed_FC_noredpcnt","Var_Repressed_FC_noredpcnt","Var_Repressed","Var_Repressed","Var_Repressed","Var_Repressed","Var_Repressed","Var_Repressed"
"7","PF3D7_0100800",0.993124522536287,0.439266615737204,1.39419404125286,0.515660809778457,0.974025974025974,0.324675324675325,1.06951871657754,0.773491214667685,1.39419404125286,"Left",0.173894760175709,-1.28971724194851,NA,-1.19077928256787,0.250298743734403,0.436860366529989,1.17958835254655,1.17958835254655,-1.28971724194851,3.72447198463955,"min",NA,"min","mid","max","max","Pf3D7_01_v3",59771,61003,"protein_coding_gene","+","RIF","rifin",FALSE,"RIF","RIFIN","rifA","PF3D7_0100800: RIF","RIFIN",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"Var_Repressed_FC_noredpcnt","Var_Repressed_FC_noredpcnt","Var_Repressed_FC_noredpcnt","Var_Repressed_FC_noredpcnt","Var_Repressed_FC_noredpcnt","Var_Repressed_FC_noredpcnt","Var_Repressed","Var_Repressed","Var_Repressed","Var_Repressed","Var_Repressed","Var_Repressed"
"8","PF3D7_0100900",12.0893812070283,13.6554621848739,12.987012987013,15.9090909090909,17.7616501145913,20.4354469060351,8.34606569900687,15.4730073847721,20.4354469060351,"Left",0.174125212841511,0.983906918366654,0.858738850522803,1.75951681164923,-0.713061210700224,0.182788894114797,0.131331568237613,1.75951681164923,-0.713061210700224,7.89841159015535,"max","mid","max","min","mid","mid","Pf3D7_01_v3",62186,63400,"protein_coding_gene","-","RIF","rifin",FALSE,"RIF","RIFIN","rifA","PF3D7_0100900: RIF","RIFIN",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"Var_Repressed_FC_noredpcnt","Var_Repressed_FC_noredpcnt","Var_Repressed_FC_noredpcnt","Var_Repressed_FC_noredpcnt","Var_Repressed_FC_noredpcnt","Var_Repressed_FC_noredpcnt","Var_Repressed","Var_Repressed","Var_Repressed","Var_Repressed","Var_Repressed","Var_Repressed"
"9","PF3D7_0101000",8.17417876241406,8.72803666921314,9.47288006111535,0.362872421695951,0.916730328495034,1.14591291061879,9.1100076394194,4.80010185892539,9.47288006111535,"Mid",0.234119217708413,3.59361017353087,3.19716453890182,3.08848929518587,0.269117282071408,0.747281160314654,0.514253683337803,3.59361017353087,0.269117282071408,2.35425030546343,"max","max","max","min","min","min","Pf3D7_01_v3",65816,66989,"protein_coding_gene","-","RIF","rifin",FALSE,"RIF","RIFIN","rifA","PF3D7_0101000: RIF","RIFIN",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"Var_Repressed_FC_noredpcnt","Var_Repressed_FC_noredpcnt","Var_Repressed_FC_noredpcnt","Var_Repressed_FC_noredpcnt","Var_Repressed_FC_noredpcnt","Var_Repressed_FC_noredpcnt","Var_Repressed","Var_Repressed","Var_Repressed","Var_Repressed","Var_Repressed","Var_Repressed"
"10","PF3D7_0101300",7.63941940412529,6.30252100840336,22.5171886936593,2.15813598166539,10.0267379679144,21.8105423987777,20.3590527119939,11.7424242424242,22.5171886936593,"Left",0.279079403945412,2.04853409899061,2.05365160424845,3.78469527039622,0.152923547122408,3.65032759270608,4.11585108314726,4.11585108314726,0.152923547122408,31.1769069645662,"mid","mid","max","min","max","max","Pf3D7_01_v3",74294,75622,"protein_coding_gene","+","MC-2TM","Pfmc-2TM Maurer's cleft two transmembrane protein",FALSE,"MC-2TM","PFMC-2TM","pfmc-2tm","PF3D7_0101300: MC-2TM","PFMC-2TM",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"Var_Repressed_FC_noredpcnt","Var_Repressed_FC_noredpcnt","Var_Repressed_FC_noredpcnt","Var_Repressed_FC_noredpcnt","Var_Repressed_FC_noredpcnt","Var_Repressed_FC_noredpcnt","Var_Repressed","Var_Repressed","Var_Repressed","Var_Repressed","Var_Repressed","Var_Repressed"
