Gene_id	Variant	Percent_12B	Percent_10G	Percent_3D7B	MaxRedPercentDif	MeanRedPercent	MaxRedPercent	Interval	Pass_Maxtime	areaFC	area_12B	area_10G	area_3D7B	MaxArea	MinArea	MeanPercent	rel_12B	rel_10G	rel_3D7B	Gene_name	Annot	state_12B	state_10G	state_3D7B	category_12B	category_10G	category_3D7B
PF3D7_0100100	TRUE	5.727554179566564	11.048761609907121	11.203560371517028	5.476006191950464	9.326625386996904	11.203560371517028	Left	FALSE	0.8847056536551484	31.7699764418334	43.7135027661779	38.2983891982238	43.7135027661779	31.7699764418334	21.694449293070342	min	max	mid	VAR	erythrocyte membrane protein 1, PfEMP1	CVG_Silenced_noFC	CVG_Silenced_noFC	CVG_Silenced_noFC	CVG_Silenced	CVG_Silenced	CVG_Silenced
PF3D7_0100200	TRUE	29.97291021671827	4.024767801857585	20.027089783281735	25.948142414860683	18.00825593395253	29.97291021671827	Right	TRUE	3.4885874342058307	52.3331959242033	5.23726556242459	43.0246037462164	52.3331959242033	5.23726556242459	16.41429568860185	max	min	max	RIF	rifin	CVG_Active_FC	CVG_Silenced_FC	CVG_Active_FC	CVG_Active	CVG_Silenced	CVG_Active
PF3D7_0100300	TRUE	12.674148606811144	13.099845201238391	81.54024767801857	68.86609907120743	35.77141382868937	81.54024767801857	Left	TRUE	3.383188755805593	31.789079679636	33.0739571308899	77.4621278830115	77.4621278830115	31.789079679636	7.496945365683366	min	min	max	VAR	erythrocyte membrane protein 1, PfEMP1	CVG_Silenced_FC	CVG_Silenced_FC	CVG_Active_FC	CVG_Silenced	CVG_Silenced	CVG_Active
PF3D7_0100400	TRUE	9.965170278637771	1.0642414860681115	8.126934984520123	8.90092879256966	6.385448916408668	9.965170278637771	Left	TRUE	2.0594594648063764	23.218461307534	7.70683224658452	35.5095350214706	35.5095350214706	7.70683224658452	14.607697678477919	mid	min	max	RIF	rifin	CVG_Silenced_FC_reddown	CVG_Silenced_FC_reddown	CVG_Silenced_FC_reddown	CVG_Silenced	CVG_Silenced	CVG_Silenced
PF3D7_0100500	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	18.975824751265492	NA	NA	NA	null	erythrocyte membrane protein 1 (PfEMP1), exon 1, pseudogene	Not_Settable	Not_Settable	Not_Settable	Not_Settable	Not_Settable	Not_Settable
PF3D7_0100600	TRUE	0.23219814241486067	0.445046439628483	0.2418730650154799	0.21284829721362233	0.30637254901960786	0.445046439628483	No Data	FALSE	NA	NA	NA	NA	NA	NA	4.7892302321522084	NA	NA	NA	RIF	rifin	CVG_Silenced_FCna	CVG_Silenced_FCna	CVG_Silenced_FCna	CVG_Silenced	CVG_Silenced	CVG_Silenced
PF3D7_0100700	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5.967446325711293	NA	NA	NA	null	Plasmodium exported protein, unknown function, fragment	Not_Settable	Not_Settable	Not_Settable	Not_Settable	Not_Settable	Not_Settable
PF3D7_0100800	TRUE	0.9868421052631579	0.445046439628483	1.393188854489164	0.948142414860681	0.9416924664602683	1.393188854489164	No Data	FALSE	NA	NA	NA	NA	NA	NA	3.7244719846395533	NA	NA	NA	RIF	rifin	CVG_Silenced_FCna	CVG_Silenced_FCna	CVG_Silenced_FCna	CVG_Silenced	CVG_Silenced	CVG_Silenced
PF3D7_0100900	TRUE	12.190402476780186	13.777089783281735	13.080495356037153	1.586687306501549	13.015995872033024	13.777089783281735	Left	FALSE	0.9851309827814672	34.4936789906731	32.7909245638597	46.0901928314095	46.0901928314095	32.7909245638597	7.89841159015535	min	min	max	RIF	rifin	CVG_Silenced_noFC	CVG_Silenced_noFC	CVG_Silenced_noFC	CVG_Silenced	CVG_Silenced	CVG_Silenced
PF3D7_0101000	TRUE	8.243034055727554	8.804179566563468	9.539473684210527	1.2964396284829736	8.862229102167182	9.539473684210527	Left	FALSE	0.9916955722851478	57.738766280927	59.5610943005497	71.1266565067765	71.1266565067765	57.738766280927	2.354250305463432	min	min	max	RIF	rifin	CVG_Silenced_noFC	CVG_Silenced_noFC	CVG_Silenced_noFC	CVG_Silenced	CVG_Silenced	CVG_Silenced
PF3D7_0101100	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	11.83888985861407	NA	NA	NA	EPF4	exported protein family 4	Not_Settable	Not_Settable	Not_Settable	Not_Settable	Not_Settable	Not_Settable
PF3D7_0101200	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	10.817769244196194	NA	NA	NA	EPF3	exported protein family 3	Not_Settable	Not_Settable	Not_Settable	Not_Settable	Not_Settable	Not_Settable
PF3D7_0101300	TRUE	7.701238390092879	6.3467492260061915	22.697368421052634	16.35061919504644	12.2484520123839	22.697368421052634	Left	TRUE	1.9555165555173857	48.7354925155961	48.8980336835859	75.1349660150808	75.1349660150808	48.7354925155961	31.176906964566243	min	min	max	MC-2TM	Pfmc-2TM Maurer's cleft two transmembrane protein	CVG_Silenced_FC	CVG_Silenced_FC	CVG_Active_FC	CVG_Silenced	CVG_Silenced	CVG_Active
PF3D7_0101400	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	7.595130040146623	NA	NA	NA	EPF1	exported protein family 1, pseudogene	Not_Settable	Not_Settable	Not_Settable	Not_Settable	Not_Settable	Not_Settable
PF3D7_0101500	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6.589282597311922	NA	NA	NA	VAR	erythrocyte membrane protein 1 (PfEMP1), exon 2, pseudogene	Not_Settable	Not_Settable	Not_Settable	Not_Settable	Not_Settable	Not_Settable
PF3D7_0101600	TRUE	1.8962848297213624	2.5541795665634677	1.1996904024767803	1.3544891640866874	1.8833849329205368	2.5541795665634677	No Data	FALSE	NA	NA	NA	NA	NA	NA	5.356519462384361	NA	NA	NA	RIF	rifin	CVG_Silenced_FCna	CVG_Silenced_FCna	CVG_Silenced_FCna	CVG_Silenced	CVG_Silenced	CVG_Silenced
PF3D7_0101700	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6.436550881480189	NA	NA	NA	VAR	erythrocyte membrane protein 1 (PfEMP1), exon 2, pseudogene	Not_Settable	Not_Settable	Not_Settable	Not_Settable	Not_Settable	Not_Settable
PF3D7_0101800	TRUE	3.3862229102167185	3.1346749226006194	2.7476780185758516	0.6385448916408669	3.08952528379773	3.3862229102167185	No Data	FALSE	NA	NA	NA	NA	NA	NA	2.557165299354163	NA	NA	NA	null	stevor	CVG_Silenced_FCna	CVG_Silenced_FCna	CVG_Silenced_FCna	CVG_Silenced	CVG_Silenced	CVG_Silenced
PF3D7_0101900	TRUE	5.863003095975232	0.445046439628483	1.1222910216718265	5.41795665634675	2.476780185758514	5.863003095975232	No Data	FALSE	NA	NA	NA	NA	NA	NA	3.176819689300052	NA	NA	NA	RIF	rifin	CVG_Silenced_FCna	CVG_Silenced_FCna	CVG_Silenced_FCna	CVG_Silenced	CVG_Silenced	CVG_Silenced
PF3D7_0102000	TRUE	19.523993808049536	19.601393188854487	25.773993808049532	6.2499999999999964	21.633126934984517	25.773993808049532	Sides	FALSE	0.7064464209498522	43.1448569739945	43.8486783691091	34.3116516862861	43.8486783691091	34.3116516862861	6.648193401989876	max	max	min	null	Plasmodium exported protein (PHISTa), unknown function, pseudogene	CVG_Undetermined_noFC	CVG_Undetermined_noFC	CVG_Undetermined_noFC	No_Category	No_Category	No_Category
PF3D7_0102100	TRUE	13.641640866873065	11.280959752321982	6.327399380804953	7.314241486068112	10.416666666666666	13.641640866873065	Mid	FALSE	0.8148643696304814	24.1230000956114	27.7358864867478	16.7352174967363	27.7358864867478	16.7352174967363	9.543550357828591	max	max	min	null	stevor, pseudogene	CVG_Silenced_noFC	CVG_Silenced_noFC	CVG_Silenced_noFC	CVG_Silenced	CVG_Silenced	CVG_Silenced
PF3D7_0102200	TRUE	98.47136222910217	98.04566563467493	97.96826625386997	0.5030959752321991	98.16176470588236	98.47136222910217	Left	FALSE	0.45502853028565937	51.3094396642479	53.750028487369804	47.6071433285134	53.750028487369804	47.6071433285134	98.74759993017979	mid	max	min	RESA	ring-infected erythrocyte surface antigen	CVG_Active_noFC	CVG_Active_noFC	CVG_Active_noFC	CVG_Active	CVG_Active	CVG_Active
PF3D7_0102300	FALSE	80.14705882352942	73.85835913312694	75.01934984520123	6.288699690402481	76.34158926728587	80.14705882352942	Sides	FALSE	0.27850485231655536	30.114401084812	26.4064688899973	26.3545855785385	30.114401084812	26.3545855785385	95.24786175597836	max	min	min	null	Plasmodium exported protein, unknown function	Active	Active	Active	Active	Active	Active
PF3D7_0102400	FALSE	29.3343653250774	35.91331269349845	28.98606811145511	6.927244582043336	31.41124871001032	35.91331269349845	Mid	FALSE	0.3059845120299335	23.5584961248499	24.9311272812417	20.8003363688376	24.9311272812417	20.8003363688376	24.1228835747949	max	max	min	null	lysophospholipase, putative, pseudogene	Inactive_rnaseq	Inactive_rnaseq	Inactive_rnaseq	Inactive	Inactive	Inactive
PF3D7_0102500	FALSE	98.64551083591331	97.91021671826626	98.04566563467493	0.735294117647058	98.20046439628483	98.64551083591331	Left	FALSE	0.4587633507713111	14.2607669582772	8.0674617228645	13.1979312174734	14.2607669582772	8.0674617228645	73.2675859661372	max	min	max	EBA181	erythrocyte binding antigen-181	Active	Active	Active	Active	Active	Active
PF3D7_0102600	FALSE	23.91640866873065	26.160990712074305	24.419504643962846	2.244582043343655	24.832301341589268	26.160990712074305	Mid	FALSE	0.42503604165746656	32.4559324540166	26.7179458916408	30.8502725332874	32.4559324540166	26.7179458916408	48.165037528364465	max	min	max	FIKK1	serine/threonine protein kinase, FIKK family	Undetermined	Undetermined	Undetermined	No_Category	No_Category	No_Category
PF3D7_0102700	FALSE	55.2438080495356	33.978328173374614	44.059597523219814	21.265479876160988	44.42724458204334	55.2438080495356	Left	FALSE	0.1709904433154	30.685695717927	28.8190490671066	28.3773247331691	30.685695717927	28.3773247331691	46.86899982544947	max	min	min	MaTrA	merozoite-associated tryptophan-rich antigen	Active	Active	Active	Active	Active	Active
PF3D7_0102800	FALSE	40.886222910216716	59.17182662538699	59.133126934984524	18.285603715170275	53.06372549019608	59.17182662538699	Sides	FALSE	0.26500843480905933	13.6470464078069	12.5611298071455	10.0694325378846	13.6470464078069	10.0694325378846	34.022080642345955	max	max	min	null	seipin domain-containing protein, putative	Active	Active	Active	Active	Active	Active
PF3D7_0102900	FALSE	68.13080495356037	67.72445820433437	67.39551083591331	0.735294117647058	67.75025799793602	68.13080495356037	Right	FALSE	0.08605740898285161	16.4728277171707	16.287473532997	17.4492485542655	17.4492485542655	16.287473532997	82.83731890382265	min	min	max	null	aspartate--tRNA ligase	Active	Active	Active	Active	Active	Active
PF3D7_0103000	FALSE	36.37770897832817	30.572755417956653	31.269349845201237	5.804953560371519	32.73993808049536	36.37770897832817	Mid	FALSE	0.573575568776822	18.7578552360338	26.5011254145209	20.9922588577216	26.5011254145209	18.7578552360338	40.751003665561186	min	max	min	null	vacuolar protein sorting-associated protein VTA1, putative	Undetermined	Undetermined	Undetermined	No_Category	No_Category	No_Category
PF3D7_0103100	FALSE	44.85294117647059	45.762383900928796	50.98684210526315	6.133900928792563	47.20072239422085	50.98684210526315	Left	FALSE	0.4800473691873503	8.9121433189506	7.83151421158018	2.43150383492137	8.9121433189506	2.43150383492137	24.482894047826846	max	max	min	VPS51	vacuolar protein sorting-associated protein 51, putative	Active_rescued	Active_rescued	Active_rescued	Active	Active	Active
PF3D7_0103200	FALSE	78.0185758513932	82.33359133126935	81.48219814241486	4.315015479876152	80.61145510835914	82.33359133126935	Mid	FALSE	0.2729688519666298	26.5119700918278	28.6392008684066	30.1970495933773	30.1970495933773	26.5119700918278	91.86594519113284	min	mid	max	NT4	nucleoside transporter 4	Active	Active	Active	Active	Active	Active
PF3D7_0103300	FALSE	46.76857585139319	42.16331269349845	41.48606811145511	5.282507739938076	43.47265221878225	46.76857585139319	Mid	FALSE	0.0987017591178585	4.67142049581755	6.00389424390864	5.41703180299013	6.00389424390864	4.67142049581755	44.36856344911852	min	max	mid	null	conserved protein, unknown function	Undetermined	Undetermined	Undetermined	No_Category	No_Category	No_Category
PF3D7_0103400	FALSE	58.262383900928796	51.606037151702786	64.89938080495357	13.29334365325078	58.25593395252838	64.89938080495357	Left	FALSE	0.2596501079422666	18.8042112318435	16.0697626151541	19.5750390723747	19.5750390723747	16.0697626151541	64.52478617559784	max	min	max	null	zinc-carboxypeptidase, putative	Active	Active	Active	Active	Active	Active
PF3D7_0103500	FALSE	19.272445820433436	20.278637770897834	17.124613003095977	3.1540247678018574	18.891898864809082	20.278637770897834	Mid	FALSE	0.27109104845910353	29.2492190266163	30.5513328342009	26.891603680003	30.5513328342009	26.891603680003	20.570780240879735	mid	max	min	null	conserved Plasmodium protein, unknown function	Inactive_rnaseq	Inactive_rnaseq	Inactive_rnaseq	Inactive	Inactive	Inactive
PF3D7_0103600	FALSE	27.109133126934985	40.03482972136223	32.73993808049536	12.925696594427244	33.294633642930854	40.03482972136223	Mid	FALSE	0.2991664256763184	14.2228120181056	18.2615587647359	14.406398547476	18.2615587647359	14.2228120181056	45.06458369698028	min	max	min	null	ATP-dependent RNA helicase, putative	Undetermined	Undetermined	Undetermined	No_Category	No_Category	No_Category
PF3D7_0103700	FALSE	28.405572755417957	32.04334365325077	31.09520123839009	3.637770897832816	30.51470588235294	32.04334365325077	Left	FALSE	0.23733193093222943	21.903150289264	23.4000188962991	20.196037828714	23.4000188962991	20.196037828714	29.4423110490487	mid	max	min	PSTK	L-seryl-tRNA(Sec) kinase, putative	Undetermined	Undetermined	Undetermined	No_Category	No_Category	No_Category
PF3D7_0103800	FALSE	33.93962848297213	37.34520123839009	30.824303405572756	6.520897832817333	34.03637770897833	37.34520123839009	Left	FALSE	0.41771188962989036	11.8336153671071	6.19450485710358	6.9776879548032	11.8336153671071	6.19450485710358	39.12768371443533	max	min	min	1 ARP	actin-related protein	Undetermined	Undetermined	Undetermined	No_Category	No_Category	No_Category
PF3D7_0103900	FALSE	64.53173374613003	77.65092879256966	77.20588235294117	13.119195046439629	73.12951496388028	77.65092879256966	Left	FALSE	0.12022101449806676	14.8721085375508	13.5763276788361	15.19931137456	15.19931137456	13.5763276788361	58.526793506720196	max	min	max	PIESP15	parasite-infected erythrocyte surface protein	Active	Active	Active	Active	Active	Active
PF3D7_0104000	FALSE	12.26780185758514	12.26780185758514	8.90092879256966	3.3668730650154792	11.145510835913313	12.26780185758514	Right	FALSE	0.6270815055401776	24.4080459181911	29.948581732214	21.4829814074216	29.948581732214	21.4829814074216	19.7809390818642	mid	max	min	TRSP	thrombospondin-related sporozoite protein	Inactive_rnaseq	Inactive_rnaseq	Inactive_rnaseq	Inactive	Inactive	Inactive
PF3D7_0104100	FALSE	65.17027863777089	54.779411764705884	52.38003095975232	12.790247678018574	57.44324045407637	65.17027863777089	Sides	FALSE	0.3108198272249186	31.4596151875247	30.5929739787408	27.2635475199883	31.4596151875247	27.2635475199883	44.6522080642346	max	max	min	null	conserved Plasmodium membrane protein, unknown function	Active	Active	Active	Active	Active	Active
PF3D7_0104200	FALSE	97.69736842105263	96.49767801857585	96.09133126934985	1.606037151702779	96.76212590299278	97.69736842105263	Left	FALSE	0.255799978815963	31.6155768087988	30.3029785723542	33.7562782863697	33.7562782863697	30.3029785723542	82.49039972071915	mid	min	max	null	StAR-related lipid transfer protein	Active	Active	Active	Active	Active	Active
PF3D7_0104300	FALSE	84.94582043343654	79.72136222910217	87.5	7.778637770897831	84.05572755417957	87.5	Mid	FALSE	0.17675528490684445	14.6695105503008	16.6952221718462	14.3090258256038	16.6952221718462	14.3090258256038	70.88933496247164	min	max	min	UBP1	ubiquitin carboxyl-terminal hydrolase 1, putative	Active	Active	Active	Active	Active	Active
PF3D7_0104400	FALSE	48.780959752321984	55.55340557275542	62.674148606811144	13.89318885448916	55.66950464396285	62.674148606811144	Left	FALSE	0.15433914672823704	14.9094910941843	14.5518637198637	16.6354422006949	16.6354422006949	14.5518637198637	62.947285739221506	min	min	max	LytB	4-hydroxy-3-methylbut-2-enyl diphosphate reductase	Active	Active	Active	Active	Active	Active
PF3D7_0104500	FALSE	38.27399380804953	35.60371517027864	39.318885448916404	3.715170278637764	37.73219814241486	39.318885448916404	Mid	FALSE	0.23898150973359253	31.3249660911597	32.7007493210506	34.5512164725632	34.5512164725632	31.3249660911597	79.41612846919183	min	mid	max	null	conserved protein, unknown function	Undetermined	Undetermined	Undetermined	No_Category	No_Category	No_Category
PF3D7_0104600	FALSE	12.809597523219814	16.544117647058822	14.260835913312695	3.7345201238390082	14.538183694530444	16.544117647058822	Right	FALSE	0.2935447604154	11.6254174248066	15.5882716904145	12.1559163017453	15.5882716904145	11.6254174248066	21.637720370047127	min	max	min	null	conserved Plasmodium protein, unknown function	Inactive_rnaseq	Inactive_rnaseq	Inactive_rnaseq	Inactive	Inactive	Inactive
PF3D7_0104700	FALSE	3.0959752321981426	3.154024767801858	2.3606811145510833	0.7933436532507745	2.8702270381836947	3.154024767801858	Left	FALSE	0.8307691688861333	19.2688845759189	30.4842683558817	25.2412913868949	30.4842683558817	19.2688845759189	5.2626985512305815	min	max	mid	MFR2	major facilitator superfamily-related transporter, putative	Inactive_rnaseq	Inactive_rnaseq	Inactive_rnaseq	Inactive	Inactive	Inactive
PF3D7_0104800	FALSE	71.90402476780186	72.38777089783281	70.04643962848297	2.341331269349837	71.44607843137254	72.38777089783281	Left	FALSE	0.45511398495314803	26.3627390454257	23.5472184634045	29.691257260272	29.691257260272	23.5472184634045	45.40059347181009	mid	min	max	NPT1	novel putative transporter 1, putative	Active	Active	Active	Active	Active	Active
PF3D7_0104900	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	44.266015011345786	NA	NA	NA	null	RNase MRP	Active_FCna_Redna	Active_FCna_Redna	Active_FCna_Redna	Active	Active	Active
PF3D7_0105000	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	84.77919357654041	NA	NA	NA	null	unspecified product	Active_FCna_Redna	Active_FCna_Redna	Active_FCna_Redna	Active	Active	Active
PF3D7_0105100	FALSE	24.109907120743035	27.205882352941174	24.7484520123839	3.095975232198139	25.354747162022704	27.205882352941174	Mid	FALSE	0.3443968205048146	35.1454087231602	36.4087046210178	31.7593475442028	36.4087046210178	31.7593475442028	40.905917263047655	max	max	min	null	conserved Apicomplexan protein, unknown function	Undetermined	Undetermined	Undetermined	No_Category	No_Category	No_Category
PF3D7_0105200	FALSE	50.464396284829725	65.63467492260062	58.18498452012384	15.170278637770899	58.09468524251806	65.63467492260062	Sides	FALSE	0.1776833395725777	17.4035756954464	16.3906620674072	15.0048506112166	17.4035756954464	15.0048506112166	68.18816547390469	max	mid	min	null	heptatricopeptide repeat and RAP domain-containing protein, putative	Active	Active	Active	Active	Active	Active
PF3D7_0105300	FALSE	89.08668730650155	88.312693498452	89.89938080495357	1.5866873065015596	89.09958720330238	89.89938080495357	Sides	FALSE	0.16846427016872614	35.281234200192	33.0069665529142	34.0831560667678	35.281234200192	33.0069665529142	84.6220980973992	max	min	mid	CAP	cyclase-associated protein	Active	Active	Active	Active	Active	Active
PF3D7_0105400	FALSE	84.2685758513932	87.65479876160991	79.5859133126935	8.068885448916404	83.83642930856554	87.65479876160991	Sides	FALSE	0.4755682778430815	38.7816222663244	32.3614505154428	33.7338583800388	38.7816222663244	32.3614505154428	79.403037179263407	max	min	min	null	conserved Plasmodium protein, unknown function	Active	Active	Active	Active	Active	Active
PF3D7_0105500	FALSE	15.982972136222912	20.723684210526315	19.794891640866872	4.740712074303403	18.833849329205368	20.723684210526315	Left	FALSE	0.5170589778273482	42.3469979462607	40.2775457243176	35.3667017455915	42.3469979462607	35.3667017455915	27.101152033513703	max	max	min	null	conserved protein, unknown function	Inactive	Inactive	Inactive	Inactive	Inactive	Inactive
PF3D7_0105600	FALSE	35.42956656346749	38.835139318885446	37.925696594427244	3.405572755417957	37.396800825593395	38.835139318885446	Sides	FALSE	0.3076769985399555	29.6672375452539	31.8383597395761	27.6847202592867	31.8383597395761	27.6847202592867	30.821260254843775	mid	max	min	null	conserved Plasmodium protein, unknown function	Undetermined	Undetermined	Undetermined	No_Category	No_Category	No_Category
PF3D7_0105700	FALSE	55.35990712074303	60.85526315789473	59.26857585139319	5.495356037151701	58.49458204334365	60.85526315789473	Left	FALSE	0.18799441584840015	16.6333812161841	14.8783290600426	14.0954566022307	16.6333812161841	14.0954566022307	36.21268982370396	max	min	min	null	asparagine-rich antigen Pfa35-2	Active	Active	Active	Active	Active	Active
PF3D7_0105800	FALSE	70.47213622291022	71.90402476780186	75.27089783281734	4.7987616099071175	72.54901960784314	75.27089783281734	Mid	FALSE	0.33875649200899266	33.14578783289	30.6141074517805	28.5725751907686	33.14578783289	28.5725751907686	71.75990574271252	max	mid	min	null	cyclin-dependent kinases regulatory subunit, putative	Active	Active	Active	Active	Active	Active
PF3D7_0105900	FALSE	77.76702786377709	79.62461300309597	74.16795665634675	5.456656346749227	77.18653250773994	79.62461300309597	Sides	FALSE	0.1392253794773779	27.1589179988144	25.4077093056361	27.2872519285807	27.2872519285807	25.4077093056361	50.65456449642171	max	min	max	null	3'-5' exonuclease, putative	Active	Active	Active	Active	Active	Active
PF3D7_0106000	FALSE	82.87538699690403	86.16486068111455	87.77089783281734	4.8955108359133135	85.60371517027863	87.77089783281734	Right	FALSE	0.19550691631471848	29.5577463000053	26.9184029297566	28.0582351732535	29.5577463000053	26.9184029297566	59.83810438121836	max	min	mid	null	conserved protein, unknown function	Active	Active	Active	Active	Active	Active
PF3D7_0106100	FALSE	73.83900928792569	74.61300309597523	75.46439628482973	1.6253869969040409	74.63880288957688	75.46439628482973	Left	FALSE	0.3175170746616224	33.9784982675895	31.9398422475453	29.6920177596576	33.9784982675895	29.6920177596576	60.48612323267586	max	mid	min	null	V-type proton ATPase subunit C, putative	Active	Active	Active	Active	Active	Active
PF3D7_0106200	FALSE	51.29643962848297	64.18343653250774	60.81656346749226	12.88699690402477	58.76547987616099	64.18343653250774	Right	FALSE	0.25546439835247403	30.1508525701538	29.2140575730026	26.7020831923954	30.1508525701538	26.7020831923954	45.7867865246989	max	max	min	null	EF hand domain-containing protein, putative	Active	Active	Active	Active	Active	Active
PF3D7_0106300	FALSE	95.25928792569658	94.87229102167183	94.73684210526315	0.5224458204334326	94.95614035087719	95.25928792569658	Mid	FALSE	0.1765954729121038	19.3758675920655	16.9918287077521	18.020297624802	19.3758675920655	16.9918287077521	84.01553499738174	max	min	mid	ATP6	calcium-transporting ATPase	Active	Active	Active	Active	Active	Active
PF3D7_0106400	FALSE	59.30727554179567	55.785603715170275	52.496130030959755	6.811145510835914	55.86300309597523	59.30727554179567	Sides	FALSE	0.2649734041551926	31.3759105489494	27.7987695928543	30.148204832132	31.3759105489494	27.7987695928543	79.17830336882528	max	min	mid	null	pre-rRNA-processing protein TSR2, putative	Active	Active	Active	Active	Active	Active
